Location,Filename,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
Mumbai,MH_UH_2023-02-02- 09.30-1-1.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-10.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-100.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-101.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-11.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-12.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-13.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-14.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-15.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-16.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-17.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-18.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-19.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-2.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-20.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-21.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-22.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-23.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-24.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-25.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-26.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-27.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-28.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-29.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-3.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-30.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-31.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-32.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-33.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-34.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,NA,NA,9.5,d_Unhealthy
